relative_path,sha256,size_bytes
configs/project_readiness/stage08_project_completion_and_release_readiness_requirements_v01.csv,cd4658d6e7307b4aec26d75bb9f458e6fd6a136d108794a6bfdf4e099c5b8c66,16575
configs/project_readiness/stage08_project_completion_and_release_readiness_requirements_v02.csv,cf0fbfb98c45ca9c8f1e359214f75a372a9e1ad75ae5f3d849954b7b2adc88db,18042
configs/project_readiness/stage08_public_product_scope_and_release_train_contract_v01.json,3dfb4b8ac4f747552c80116073cb13f8f4dbf30fcb897f9179b5479001736725,26656
configs/runtime/miniboone_nested_numeric_runtime_v01.csv,96e7e322e1e2603f00eeb7d1db10f4a85e4fd26329b14296a4e8984bf9cd6a11,1350
configs/stress_tests/miniboone_stress_test_plan_v01.csv,273ed767e6c260f46b02572bf427142404310508a11516625a0d5d5b00826943,12556
configs/verdict_policies/miniboone_verdict_policy_v01.csv,ff35cec17e4c0a4db70dd5a7e7cf8ba9b29b15fa38e86244a1f741991db89aa8,10180
data_registry/dataset_candidate_registry.csv,c7cd7f3a98b42d62a06e3307daf65d88d5c5e0cea8b9c9d9a304942791614615,7032
data_registry/dataset_candidate_registry_report31_change_audit.csv,6769d003803243dc7296e37844f15f16554cf8fd8b2cefd04531bbc765242c56,9073
data_registry/dataset_rejection_log.csv,5cd9dcc46e2a6a60ae91d4d2dff92295f1c8ec7a6193264af51dd859d2d87429,135
data_registry/openml_candidate_status_definitions.csv,5da4806cf52b3634e6a101234ebfc533b3b3cfe7b7a3b83c8a577675254301dc,1924
data_registry/openml_claim_diagnostic_plan.csv,1b201220e15ab12d4777b9a2a5d17ccdd9de62c5913b2719d31d86049c0259a1,7869
data_registry/openml_click_identifier_policy_plan.csv,be5c9e772dee81dfe5a6cbb5ec3708150f0d4ccd40f27fcd3845507136525266,5741
data_registry/openml_data_preview_summary.csv,4575375de8cfa7bd2e4c765c249fa678b5386130f8bdbe4ed04aedef204533d4,837
data_registry/openml_dataset_model_matrix.csv,9b59de448017e8300b2e3bf1003ed4370f9f15fa2a1cb2e47560d42a630e8f14,4777
data_registry/openml_feature_preprocessing_plan.csv,1548dedb4de6ba704ef323d81b5584446245cf670d240792d829c082554850b6,9801
data_registry/openml_first_diagnostic_environment.csv,c5b151cdd7bc3abde865d9c05b8c0d8f3bb178416224a8639613b7308357861e,202
data_registry/openml_first_diagnostic_expected_output_schema.csv,13800ad5b0f6136d11966fbbc064201a5bc71846919e418d11bc08960496f313,2850
data_registry/openml_first_diagnostic_notebook_plan.csv,b92a75c5b62c54df2b8eceb2dc96e1be1c579f81f6bb81deb0e39ac9fdf2fde3,6305
data_registry/openml_first_diagnostic_results_review.csv,ea476a2febbdc6b5f9e41c475a6bd8680c0d8719672f779508cdc011cdd48a82,2200
data_registry/openml_first_diagnostic_scores.csv,3dbdfc2207cfc83ef7ed8bcde6cbf61010c68fc4ad1903d48e68932737b7ef8e,5172
data_registry/openml_first_diagnostic_warnings.csv,b15fdcfc56d3b9115e9dd91c0c77c1c697c95d702930a071852434b1ab7914ae,972
data_registry/openml_metadata_snapshot.csv,5e6893f0da74fefc457b95c2b546a90595aceb69ccac37a4445fa3feae806cef,1410
data_registry/openml_metric_plan.csv,8225468b90bec96a3cba07399f4c3ef3c646ad2c0986f706f34a138f903df10d,5935
data_registry/openml_miniboone_metric_interpretation_plan.csv,e490e5d5dbd616de36061f4cab194317b3ee52cbed9588f2685c127472037a1b,1115
data_registry/openml_miniboone_minimal_research_protocol_plan.csv,9d5c7881d38843920d5180aad26e03376470a3c49e35e0e39f7bbfc6dbb5ebd4,4792
data_registry/openml_miniboone_model_family_plan.csv,ba61b18f705a037eeaeb62c253d6fe0abbe1acea159d8d7dad7a56de8174d43e,765
data_registry/openml_miniboone_nested_cv_expected_output_schema.csv,bab1fd3b3b00c203e067f9b573410a47c958c4da4262ba2273ae67911e56d9bc,4815
data_registry/openml_miniboone_nested_cv_protocol_lock.csv,6eac3a45cdfeb9c976933d4576e24232725f6c8d7d4785aee5613ed8a0264c5e,3347
data_registry/openml_miniboone_nested_cv_v02_expected_output_schema.csv,761b71c9a81438612bed59bc23ac9c382715ab447269fae53daf45f71239f672,26541
data_registry/openml_miniboone_nested_cv_v02_protocol_lock.csv,762f02b8b74e3fc5e9f5c75658021f9a384f974316be8d5e6b748478be7dbe9c,14572
data_registry/openml_miniboone_nested_environment.csv,463bf89b0bd456601dc30fe4d543bedcf5647d2855ce6824c1cd3a0bc5e50a5f,358
data_registry/openml_miniboone_nested_outer_scores.csv,6d31a68233d16aaab4ca89d80d4ba909081c2bce6fb61bfc97e80563358af160,36697
data_registry/openml_miniboone_nested_quality_checks.csv,b125a01006f0f21156f076bab73560509c8242462316e25670257f98a4f30c71,2135
data_registry/openml_miniboone_nested_selected_params.csv,d4468b6b0269808562984ff593d92a4174a7bc5df10730943af4ea9918817161,2707
data_registry/openml_miniboone_nested_summary.csv,55ff9da299cf243c8cf3d503daaf59f20cfadc9a8e434d22b158aa72cc74442b,2516
data_registry/openml_miniboone_nested_v02_environment.csv,49a82fe647123308e1b01eadf2a3b1de0d9e11619884e21f8a7f9b326a647ca3,439
data_registry/openml_miniboone_nested_v02_numeric_runtime.csv,57fda2b7e22523e92ac3081c8566d46450071996b012c7e3d5bbd68439a7aed7,687
data_registry/openml_miniboone_nested_v02_outer_scores.csv,46d698e5b1b4702ac2a12402500bf7f6b725fa0c74add1400fc7af1a9a49607c,36689
data_registry/openml_miniboone_nested_v02_promotion_source_manifest_v01.csv,fc4ddaae41e7f78ad41c36a77107aa76b9abcbaf58bc35831c4d45c5a06b904b,6936
data_registry/openml_miniboone_nested_v02_quality_checks.csv,a84f595eed42016cf18b8c8e629262ad5c75ff992b9987e83ad446d0b74ca3bd,2626
data_registry/openml_miniboone_nested_v02_selected_params.csv,dc31ede469b62b7975cc859969a7767c05ad7ac8c1f07911806123f22e53902e,2707
data_registry/openml_miniboone_nested_v02_summary.csv,fd80e25a0468a52d12a1a3ea5e236f0d975f21bc35779fab18a0c657705157fb,2520
data_registry/openml_miniboone_nested_v02_warnings.csv,031c90bc3a14cb4aea5aad53681b5b2615a0b2245236c25db55a07347ab3d634,635
data_registry/openml_miniboone_nested_warnings.csv,1d6da0d623e6b3bd495d3f2b7e9703c101feddacb48e7696a095518c384814dc,443
data_registry/openml_miniboone_research_environment.csv,d2c525fc61fcde49238b636fb719d29cfa14dd25009735ae68626c66c7f65f20,430
data_registry/openml_miniboone_research_expected_output_schema.csv,98e3ded28ab6701c602cd138726c36bbb2666cd92f3368245d34835e08e28f41,2134
data_registry/openml_miniboone_research_quality_checks.csv,83f3d42ebeba7b523182dc07b1caa0b438d0132f7d1b93ef63f104bd6bef89c6,3488
data_registry/openml_miniboone_research_results_review.csv,c863ad2e284032566ce09f62fa5a391da8086af1bd9ae97d9aa1565fcc865681,2362
data_registry/openml_miniboone_research_scores.csv,b06bc522d0ff405691abf012f9c30e1c8c8fb13da1c2012c743cb5f991d8aa8f,38170
data_registry/openml_miniboone_research_summary.csv,89c3f088f942904e40a2bf07c09ab871faf0d937f1d447dfba3e5b8dc74473ef,2576
data_registry/openml_miniboone_research_warnings.csv,a0a705b66767b105a49141896a9adf1a288d31622bde87ce0578c3ebbef3bbbb,443
data_registry/openml_miniboone_stage05_cost_quality_audit.csv,97de697dc3722d032da697cfe971b7140550f36851edbe1c27eb5228ffd35e2c,19888
data_registry/openml_miniboone_stage05_current_effect_readout.csv,df5ff3585743d0ad592a253ef409b9a51bd00651ed3caf284f99fc7c231e3efa,77552
data_registry/openml_miniboone_stage05_metric_conflict_audit.csv,cf817c4499187d5ae0ffb59172a94b71abc72bff4f60be8e33c146138c9af166,13460
data_registry/openml_miniboone_stage05_non_nested_optimism_probe.csv,e6eaa58434710c19905d07e402e80e8da91d22c429db7739995523c23811bffa,20818
data_registry/openml_miniboone_stage05_parameter_selection_stability.csv,e904a4e4ada133443391fcb6c9ad187f1050076c9a723b8278dc7548972257e6,15299
data_registry/openml_miniboone_stage05_seed_stability_outer_scores.csv,d23250dd5c76d96132ce45292437600567b8aeffd575a82c12f144891deb2fec,226236
data_registry/openml_miniboone_stage05_seed_stability_selected_params.csv,51b640142402dfe7af844ac21cc58032ef18a6ef75739b3c40fbf8fd1a6fc88c,18476
data_registry/openml_miniboone_stage05_seed_stability_summary.csv,aad2aa4614c0d9d420d28f78025964ac739072243f4f933c5cc4e973cb1e155a,40806
data_registry/openml_miniboone_stage05_split_10x1_outer_scores.csv,8ba797b1c76d628712cf65ea264a02559d845babcb577b4516cae14ce646e4ac,77243
data_registry/openml_miniboone_stage05_split_10x1_summary.csv,25586b9dc53355fff680ab52f7b852c6e1018024a8f1357515a3e5929642857c,28186
data_registry/openml_model_protocol_plan.csv,77effe38ba9401bcd4e5af28cb2245cd399e27f3f4ef36cf8e81108c6e331428,5222
data_registry/openml_next_diagnostic_decision_plan.csv,d7bf856787f1b7576318b4ce69db0ee40234fbde4eb6474274b539fefa857bb3,2916
data_registry/openml_next_diagnostic_protocol_plan.csv,8bf0a6abab2093e3b72039a311cd7f49123e4f9682fa5e7d2953931faeda435f,2109
data_registry/openml_report30_source_evidence_index.csv,48b89c92f8657728728abd7d7ef895eab8072797cf0efbaf7570552dedf82956,3077
data_registry/openml_report31_candidate_status_update.csv,3fece8d15488a0f0b967492d27da0232a3e892787154b00e5266f222443bf66a,1685
data_registry/openml_report31_candidate_status_update_plan.csv,4b1cc99ef9d9dfb91444228ba39d93b6f6a9ea161bbb27a47a9b312213dba64e,1531
data_registry/openml_report31_evidence_index.csv,2edf9d23f5e2ee714dcc9fe5c793ecb00abce6814697aab0927ddec1075ec8b2,2340
data_registry/openml_report32_source_evidence_index.csv,b7c2142ef4c149279ea4198c81ad6c0cde0aa1bc85ac75be2cf9b1a12580d4d1,1468
data_registry/openml_report33_expected_outputs.csv,08836adc74d2605ba91bfd4394d552e61b21f93ec6b76ae65eeaf04c62d933ae,565
data_registry/openml_report33_source_evidence_index.csv,66f8d7ed815145bca27b171eaeef52cd017762c6da24deed1bf5ea5a977352a3,973
data_registry/openml_report34_expected_review_plan.csv,cf172dac75d2a79d0ff9b86d26416f53b4c181ec2a617c1d182dd724e34452ec,1726
data_registry/openml_report34_source_evidence_index.csv,bc8c891beb99b0f6eec467ddba6d613d8fd6952abdfa7d725c32f7fff3788ab3,3351
data_registry/openml_report35_nested_cv_protocol_plan.csv,b402e6a103bd5b5f2f08062e0e7a595d98899e3d8451041bf628de9c9bb3b4a5,3802
data_registry/openml_second_diagnostic_expected_output_schema.csv,4c71e4a96e3be113dea139a614f823a7641d785dc1ab9440c1d1f79084b86b3a,1824
data_registry/openml_second_diagnostic_results_review.csv,1a684d4fb31ce255b3720ead359e89fdaf8425269da2ef97a85b7890d84e0500,3363
data_registry/openml_second_diagnostic_scores.csv,2934e57b35ac0d82e68d3f7cdce70de6dafc836ee8712bd38150cca9ba5b5f0f,19303
data_registry/openml_second_diagnostic_summary.csv,9d21e7d3820b88ffd1dff45d61d444ac6128a322fd5d2f01c3cac4aa8acb1c79,4403
data_registry/openml_second_diagnostic_warnings.csv,a537eb753e643077fbbdbf064ba795e9fd6b576c3044890b938cc090bcc366f1,1160
data_registry/openml_split_protocol_plan.csv,1ac26bb7440706495f2d03a19128ebdbb4645337c1e4fc6a53478cf591203939,6036
data_registry/st07_18_nested_cv_v02_dual_run_reproducibility_validation_evidence_v01.json,e6fb7f1f7e6b4e4cabdc0b6f1443051f764f557c7a05e110b1c4fb5e819e2415,12748
data_registry/st07_18_nested_cv_v02_implementation_attempt_01_v01.json,c22470f9fc2ab65b5761f658e3a3629e806983b9c87747a0989fd0f712c728b8,2796
data_registry/st07_19_nested_cv_v02_artifact_context_and_provenance_contract_evidence_v01.json,8e617d0d3f8d5f471ced7be9985e617b26f3c8c5db624e10ef1fddaa5134602a,4429
data_registry/st07_20_nested_cv_v02_provenance_corrected_dual_run_revalidation_evidence_v01.json,e4f8d3c2b677ab29c3860091b7cc31330abc2553b0660c6a9533b9928a49e352,12695
data_registry/st07_21_nested_cv_v02_promotion_source_and_timing_provenance_contract_evidence_v01.json,7a5dde1c39b9d657ba6e34674e0b9683ba9e24cbff1a8290e9efef15a91edaee,7379
data_registry/st07_22_nested_cv_v02_promotion_transaction_journal_v01.json,eaab34b6ccfd228d59c482f02a1a07d19b012e1def7fea68f162e0f93b349e02,3624
data_registry/st07_22_nested_cv_v02_transactional_promotion_and_canonical_artifact_registration_evidence_v01.json,2710f1dd25580727c3fc1582932b877d8a72a6764d84e22c1c0f59b1f3a18000,9272
data_registry/st07_25_stage05_seed_stability_candidate_outer_scores_v01.csv,9d2fa176bf890793df9e1bc8fc589e368b1ee8b617b48b827f0e95ff99d67c15,226178
data_registry/st07_25_stage05_seed_stability_candidate_selected_params_v01.csv,e69e5fc13d7a9b45e180def6dd0a60db7e15795957144b1eeb83572dc39ad922,18473
data_registry/st07_25_stage05_seed_stability_candidate_summary_v01.csv,abe57f682f244022e8a00f69f9ea2e40f246debc70cb41e8d40d11edd5869e0e,40797
data_registry/st07_25_stage05_seed_stability_full_validation_evidence_v01.json,4696d1eb48a423c31312e97ff3525ac7a69fe14bbeeba8dc659e875092f0d175,21321
data_registry/st07_26_stage05_seed_stability_logistic_blas_diagnostic_evidence_v01.json,8b1f1661a083c77cc65cf7d37447056c3b94daef32d32562cc6c5115e3ab4612,19142
data_registry/st07_26_stage05_seed_stability_logistic_blas_diagnostic_scores_v01.csv,4461627e93fd353ecbddc985360624c15eb5b6ff5cfdedef61e1628b9dab7f77,81261
data_registry/st07_29_stage05_split_10x1_candidate_outer_scores_v01.csv,02c7b4af4857d956c4b5a0359e39aeeb41ab796e606091970b4ffd7f154747a4,75372
data_registry/st07_29_stage05_split_10x1_candidate_summary_v01.csv,15376fa4b80dc9e240c750b8db9aad475ac8794f364ba3ddffdfe5cb780e36a6,28183
data_registry/st07_29_stage05_split_10x1_full_validation_evidence_v01.json,e55043df96fdde25ba82d0f5f83c4418917cde55d160395ffa68d69ffb903103,24095
data_registry/st07_32_stage05_non_nested_optimism_candidate_v01.csv,2aa481344b4ba262dbeffd35f252e229940f666259f35a4d93ccc5396e4ada44,20835
data_registry/st07_32_stage05_non_nested_optimism_full_validation_evidence_v01.json,117efb411e8b623653f7211bde144aae9e0094ad9b77e05c1d3db440d6928d2e,19908
data_registry/st07_33_stage07_closure_audit_evidence_v01.json,e2b78fbeb5f8adf124f574e45d8789a12b2e0ba7da895065aecb90992ce6f562,9017
data_registry/st07_34_verdict_policy_application_contract_evidence_v01.json,217de82c48f7fad8bd7bf944c6e6d33e1aa13588246abe072c1abdb8d85db66b,18079
data_registry/st07_35_verdict_policy_application_modular_extraction_evidence_v01.json,ecbd03eefd227306fc2f37bc7e9d263b9eece6e95ddae6d0206cdf0e99acaa33,8962
data_registry/st07_36_stage07_post_verdict_policy_closure_reaudit_evidence_v01.json,c0a2e523b2ce8016f3719e9f4ed26dca21910fd2ee6a0cc4c2251e13cfd687e8,10256
data_registry/st07_next_block_selection_after_st07_35_evidence_v01.json,d631af2ff264a880df34ea6b25b20caa3b782c08c2b4a84a3b8157ef209fa860,9301
data_registry/st08_01_project_completion_and_release_readiness_contract_evidence_v01.json,aed5e8427b6b3bdd851018f3ff60a4d8a490efb942653a26b8b79bb7e0f0bfb2,10500
data_registry/st08_03_project_scope_release_class_owner_decision_evidence_v01.json,db70069a36e0755801c3882c053c29421c2483883fadb2da6fe221bd62ade442,18044
data_registry/st08_04_public_product_scope_and_release_train_contract_design_evidence_v01.json,a1372262c622cfc8578ef63c4f49ff8b2ffc0a3ea488d50d403eae00b3e8d7f5,15853
data_registry/st08_05_miniboone_lineage_license_attribution_and_release_asset_disposition_evidence_v01.json,9566d58cf084a3ba65ef63f220f24c07e7d7982284fbd247677eac6e557e106d,19030
data_registry/st08_06_project_license_citation_and_public_repository_legal_artifacts_evidence_v01.json,74a4a6d651999f0480447b62c2c319edeb3dbfd1e5d8fe7566368e64be1d6a5f,11933
data_registry/st08_07_python_packaging_dependency_and_clean_environment_evidence_v01.json,5904cf75bd468e074af693c0df635823dc73399d215147cdc89a2cf2c036b08e,15110
data_registry/st08_08_universal_cli_classification_vertical_slice_evidence_v01.json,be9b52a5fe95b535ff8c2dd7fb914bdd726eb9bd91b971f029fdbc8cbb5d6bfa,8826
data_registry/st08_09_CI_security_and_release_candidate_assurance_evidence_v01.json,6a0808e3201e0028a324cd83d127a2eebd8ea663d406f5d74a6763c92b6483f4,13072
data_registry/st08_10_root_and_bilingual_user_documentation_evidence_v01.json,d89733aa8e9e9d1a48d2e1690efc7d80c1b53f2deb14053af48ff0e491aec8b6,5311
data_registry/st08_11A_registered_regression_dataset_claim_and_scientific_validation_evidence_v01.json,ad6fc8ce0f2ef5a60fc22af1c2a76eec04a800f411de3116c045bb711d5b90fd,11687
data_registry/st08_11A_wine_quality_red_fold_scores_v01.csv,11f548d96420027d249b6e7e1889ce215ecf49ee2e16040aaa4d865bdaf9a535,4753
data_registry/st08_11_tabular_regression_protocol_core_and_CLI_support_evidence_v01.json,b9ca1e130d2be4d3cfa04d11187fef9876bb4a86780e1e66d281228c97676af5,9130
data_registry/st08_12_dashboard_shared_core_and_CLI_golden_equivalence_evidence_v01.json,35b67d7d5d850343f8f6eb3d48f42ec4661de94281b72296f6cb4e3ef40f3d08,5340
data_registry/st08_13A_REQ08_REQ12_current_canonical_hash_evidence_migration_evidence_v01.json,404e3d3f2f3d1a11e9b34e510e3b867dc023167269d73a3a606f07c522eda1a1,8447
data_registry/st08_13A_current_canonical_state_manifest_v01.csv,e05506a87d6ed67ffed3a32d7a07ee9dcb761824b56dc4e3f0317404b0dbbfcb,46853
data_registry/st08_13B_public_repository_hosted_CI_and_security_evidence_v01.json,7fa0d749e5cf710a9a49c597ca3483007183ad695d3da3561ec2c6064ea1b686,9806
data_registry/st08_13B_publication_tree_manifest_v01.csv,8301e6b9781a9e11a53ee570d55c8ebca08ebe3beca8c353464d9f70e2d99454,41808
data_registry/st08_13_release_candidate_completion_security_and_readiness_reaudit_evidence_v01.json,dfa626fc62f977c2e8067f66e0fa6dc7660dd8dd7b21e02b841fc4bc1fa2e81c,25313
data_registry/stage07_closure_and_next_stage_selection_evidence_v01.json,9c3f610c8c26359ed91fa8900ae46bf15ca7ec0348f8a93ff5a976aba084e20d,9627
data_registry/stage08_project_completion_and_release_readiness_audit_evidence_v01.json,56c79c0fd3acc8f6276b74a8cbeaa51e8f847fd9ee2db691c5f4377b71f8c353,27176
data_registry/uci_data_preview_summary.csv,587e8b21e27902c741a4db8c8f699131ee6a6a3acaea9b8b6ec69f8114171f8e,338
data_registry/uci_feature_preview.csv,c425a0f2542d1b6d5ea79944db88f089bbe6ce3032669482429b1b1b07803339,165
data_registry/uci_fetch_errors.csv,413097c618d5578c4b65cda402c1cd25539ac8cde2095a9bd4801eb1319e2267,762
docs/agent/ST07_06_agent_baseline_reconciliation_evidence.md,3a9232a4e917b5e539dabdb60ff3da319e4cb4f6cc089955ae0c7e10e77775ca,20144
docs/agent/agent_verification_environment_v01.csv,8685e31d632984d2f0e7c113cae0581086a8ecb6fefa9d5e05671416b8c3eaab,1287
docs/agent/agent_working_protocol_change_scope_v01.csv,073dfb2b92a4cfb0beecae33d7184129f0833e710b58057304eb488f8f0deaf6,782
docs/agent/agent_working_protocol_evidence_v01.md,c6f31ee5a3df36a3c14186f57050a69a479622f9906d211b0725f9339c338c7c,14049
docs/agent/baseline_manifest_v13.csv,098c2c05a48a7b663644629b1f0aa6302111921bad9278f4cef899c1d40cfc7c,32385
docs/agent/ml_cra_agent_working_contract_v01.md,64711a5a1df237323017e44f88869947bcb566509b1196d8e02bce91dd4c4c6e,42250
docs/agent/pilot_change_scope_v01.csv,9bde9c4e4528e82d1ef65c52f56ddfa762fc961ba16f59e4ad154c831b25e186,13719
docs/agent/st07_07_current_effect_readout_change_scope_v01.csv,132e1ca7cdf5165f89531fd832810d63173446dab7267a78203624dc6224034b,754
docs/agent/st07_08_hgb_model_space_change_scope_v01.csv,6a71b6fdcc7147d2687b6fd3d08213a127bd5a02366f2e58c05a5e07209c3003,775
docs/agent/st07_09_nested_cv_contract_change_scope_v01.csv,2409cd8ac426a194ea534e229a23fe34665032f6befbddbceb136fa74d19327d,578
docs/agent/st07_10_binary_metric_contract_change_scope_v01.csv,fb1fe9e533e4c9b19b3143e6bd52daa0c05f78276a8eb54d4f665107007753a7,854
docs/agent/st07_11_nested_cv_split_and_evaluation_change_scope_v01.csv,ca3177389fb7489939fc6f2897009467a2ad7ce1be4c7800d508aa7d5e8819db,920
docs/agent/st07_12_nested_cv_fit_and_tuning_change_scope_v01.csv,e4478986baaf9286d405efe8f474e4ac289a9dd814737c8abde5eba0718a5521,917
docs/agent/st07_14_numeric_backend_and_thread_reproducibility_change_scope_v01.csv,ae27a53cce9ea27dadfd3254f69f82c1ad788cb5f73cfc3ea4b1d9f9c99fd331,969
docs/agent/st07_15_nested_cv_v02_protocol_and_validation_change_scope_v01.csv,69116733a6d76c33fbad85217324391cca40b9205d4e29bbcac18fb8c3829373,902
docs/agent/st07_16_nested_cv_v02_execution_harness_change_scope_v01.csv,4227f67cb5ec7d747f26e5310d9756716aa3285b6a79dd3eda0c147d609fd17e,1095
docs/agent/st07_17_nested_cv_v02_offline_miniboone_runner_change_scope_v01.csv,d1980bacb0c743d50da04061fe22bc00d4fed10f937dddd0b9bdc2194ff04e52,986
docs/agent/st07_18_nested_cv_v02_dual_run_reproducibility_validation_change_scope_v01.csv,9e6f6f24b6256da07e9506f8ce6d73788f726bcc8b5350c006b14809aea0f95c,1411
docs/agent/st07_19_artifact_context_and_provenance_change_scope_v01.csv,ff355ae554a1a9d8f730877b4cd4d54ae938a208866f3d3e18979bda2b132e22,1392
docs/agent/st07_20_nested_cv_v02_provenance_corrected_dual_run_revalidation_change_scope_v01.csv,e26d590505ac148aac7f4e3e0fe61205f75972965292a084b01f9decea4c86d9,1083
docs/agent/st07_21_nested_cv_v02_promotion_source_and_timing_provenance_change_scope_v01.csv,d885f8655eddfc83adc163eae2c4c2882ce6d71f003ccd6ec4adae560b5a36f7,1264
docs/agent/st07_22_nested_cv_v02_transactional_promotion_and_canonical_artifact_registration_change_scope_v01.csv,21b7387514081d1b22daa984fd2a16c43c4c40ad831ac86f5847098143c510d9,1943
docs/agent/st07_23_stage05_seed_stability_modularization_contract_change_scope_v01.csv,6240a1fb134246bde98a01b98f441b650dee51ea8cf7cccb2f567f052a86555c,616
docs/agent/st07_24_stage05_seed_stability_modular_extraction_change_scope_v01.csv,7c191d2222654da04002c191214fc6eb0459d565bc88009eae989238a6ca4df3,1036
docs/agent/st07_25_stage05_seed_stability_full_validation_change_scope_v01.csv,b904c96959acbeb2437082387b0cf214edfe3ed664311faa1d8830902e842d1e,1378
docs/agent/st07_26_stage05_seed_stability_logistic_blas_diagnostic_change_scope_v01.csv,2fa31966c54f1723800084978739bd3627cacccbf60e92dd9883d172049f8495,978
docs/agent/st07_27_stage05_split_10x1_modularization_contract_change_scope_v01.csv,e1bf89394d517d545a863d3f206e21b693f3b4696671d68e0180d847d29a8bd6,657
