task_id,stress_test_id,claim_id,candidate_id,thread_condition,outer_random_state,outer_split_number,outer_repeat_number,outer_fold_number,outer_cv_n_splits,outer_cv_n_repeats,model_id,model_role,selected_parameter_set_id,feature_policy_id,n_train,n_test,train_positive_share,test_positive_share,roc_auc,average_precision,pr_auc,f1,balanced_accuracy,log_loss,brier_score,fit_seconds,predict_seconds,reference_artifact,metric_cells_total,exact_reference_metric_cells,exact_after_csv_roundtrip,row_status,interpretation_allowed_ru
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260517,1,1,1,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9420193345919511,0.8698653128771201,0.8698653128771201,0.7813466922056873,0.8372746475419257,0.2806613743543313,0.08392883009897123,2.043758,0.028618,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260517,2,1,2,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.939308209295567,0.8682063249873664,0.8682063249873664,0.7817124346609733,0.837605448267229,0.2846490658332404,0.08529436495356518,2.235724,0.055554,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260517,3,1,3,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9348377034791577,0.8598789400479379,0.8598789400479379,0.7708163416623415,0.8296019176471707,0.29407308086953177,0.08760201881892239,2.685644,0.058928,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260517,4,1,4,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9415494685768959,0.8723019125277703,0.8723019125277703,0.7765556949878202,0.8339019317755074,0.2808098159745943,0.08454044735645481,2.1522,0.058872,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260517,5,1,5,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104052,26012,0.2806289163110752,0.28060126095648164,0.9408938548083197,0.8702936583635738,0.8702936583635738,0.7791958686831427,0.8357104770777444,0.2818995648588542,0.08459800977495618,2.27619,0.027812,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260517,6,2,1,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9423063521147484,0.873282110955339,0.873282110955339,0.7776123846382852,0.8334401328210042,0.2796425742865817,0.08408515904543341,2.244161,0.052119,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260517,7,2,2,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9397815341909405,0.871147044754327,0.871147044754327,0.7750073768073178,0.8329949694337465,0.28215464473294577,0.08503499681366225,2.517736,0.049571,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260517,8,2,3,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9377991053029576,0.8640556893305184,0.8640556893305184,0.7741270075143657,0.8326092329045298,0.2880188809065399,0.086304508528356,1.908524,0.047426,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260517,9,2,4,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9384497554626516,0.8660220191181426,0.8660220191181426,0.7803979366249079,0.8366198247647046,0.2874172801340778,0.0857130690668798,1.869033,0.027798,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260517,10,2,5,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104052,26012,0.2806289163110752,0.28060126095648164,0.9387079090215763,0.8631287414306091,0.8631287414306091,0.7790063393778565,0.8357022295380425,0.2882484044605162,0.08592901170238562,2.084384,0.058176,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260527,1,1,1,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9360805798327878,0.8623788489710034,0.8623788489710034,0.7716955941255007,0.830116364786329,0.29022264656212904,0.0872790519607017,2.028918,0.055483,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260527,2,1,2,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9377328558492412,0.8657949662251971,0.8657949662251971,0.7754199823165341,0.8334243720393631,0.28722579732595055,0.08593160964403726,1.557788,0.049948,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260527,3,1,3,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.941238864784499,0.8716994712059072,0.8716994712059072,0.7780748663101604,0.8340249654294978,0.2813638299600399,0.08433556474471093,2.337317,0.04207,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260527,4,1,4,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9405996929831946,0.8707064234074556,0.8707064234074556,0.7825641025641026,0.8388620503364081,0.28276737722986617,0.08423366719177919,2.413859,0.036981,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260527,5,1,5,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104052,26012,0.2806289163110752,0.28060126095648164,0.9401005022564982,0.8660137273743396,0.8660137273743396,0.7773351040283312,0.8344993114128005,0.2856810835409851,0.08572545906343297,1.997943,0.056189,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260527,6,2,1,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9386116237411689,0.8671240425782883,0.8671240425782883,0.7770822593710877,0.8345703118994999,0.28578988066962774,0.08565873760633454,1.755514,0.04975,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260527,7,2,2,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9397610188214333,0.8688803097459259,0.8688803097459259,0.7783672266430887,0.8353286229117696,0.2835547194324169,0.0850475691453801,1.24607,0.050374,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260527,8,2,3,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9399500200944475,0.867970668509372,0.867970668509372,0.7780158085247839,0.8347404009665832,0.2846181163560097,0.08516305279793365,2.444521,0.037917,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260527,9,2,4,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9408584648134879,0.8654334355497033,0.8654334355497033,0.7791614472035959,0.8358314050228066,0.28487021884015706,0.08485582617793534,2.188292,0.046061,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260527,10,2,5,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104052,26012,0.2806289163110752,0.28060126095648164,0.9386783928597405,0.8702568891630427,0.8702568891630427,0.7785492687250701,0.8351172655548251,0.2835750037602586,0.08534466313389341,2.262953,0.054981,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260606,1,1,1,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.937471598749386,0.8644799616532252,0.8644799616532252,0.7732665242060276,0.8320229032779937,0.2877612194022462,0.08656553429629724,1.710089,0.028002,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260606,2,1,2,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.937418379574964,0.8647352223836418,0.8647352223836418,0.7755765819041986,0.8330766246305953,0.2880962507875605,0.0862354268886737,2.788184,0.048878,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260606,3,1,3,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9393643493022577,0.8662648464176481,0.8662648464176481,0.7772525849335303,0.8342793926132956,0.2852795154958311,0.0856650652631585,2.530172,0.056707,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260606,4,1,4,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9417559619018058,0.8690899672298901,0.8690899672298901,0.7816651904340124,0.8372076514092832,0.2828651515298265,0.0844140714576902,2.040399,0.041993,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260606,5,1,5,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104052,26012,0.2806289163110752,0.28060126095648164,0.9411986952970581,0.8736647764353053,0.8736647764353053,0.7813884785819794,0.8369682653195378,0.28083400023280747,0.08397703189627079,1.688853,0.027513,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260606,6,2,1,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.940216910227964,0.8711589294367489,0.8711589294367489,0.7792323053028622,0.8353583363407902,0.28220141620025707,0.08441134334990642,1.720129,0.051457,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260606,7,2,2,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.940062208603059,0.866852908980139,0.866852908980139,0.7777777777777778,0.8356899276673091,0.2841761734461337,0.08513644465179124,2.399484,0.054608,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260606,8,2,3,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9384887255142385,0.8679120330140088,0.8679120330140088,0.7766471068855382,0.8330995593862299,0.2866076393358164,0.08599877682168218,2.493212,0.048717,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
ST07_26_stage05_seed_stability_logistic_blas_4_vs_12_causal_diagnostic_validation,ST05_02_seed_stability_grid,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,4,20260606,9,2,4,5,2,logistic_regression,control,not_applicable_control_model,numeric_particleid_0_49_locked,104051,26013,0.28062200267176673,0.2806289163110752,0.9402239817166148,0.8693955275568379,0.8693955275568379,0.7785324080909494,0.8351664142355069,0.2832449565460424,0.08493297740126854,2.874377,0.05465,openml_miniboone_stage05_seed_stability_outer_scores.csv,7,7,true,st07_26_same_machine_causal_diagnostic,Разрешён только same-machine причинно-диагностический вывод о влиянии числа BLAS-потоков на расхождение ST05_02 logistic regression.
