stress_test_id,claim_id,candidate_id,audit_level,source_stage,protocol_variant_id,model_id,parameter_name,parameter_value,selected_parameter_set_id,n_blocks,selection_count,selection_share,unique_parameter_set_count,top_selection_count,top_selection_share,inner_best_average_precision_mean,outer_average_precision_mean,stability_status,stability_status_ru,action_required,row_status,interpretation_allowed_ru
ST05_05_parameter_selection_stability,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_parameter_set,ST05_02_seed_stability_grid,nested_5x2_seed_grid_v01,hist_gradient_boosting,all_parameters,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 63}",hgb_b5168b128e78,50,27,0.54,2,27,0.54,0.9578688926634892,0.9592326480817577,,,,stage05_parameter_set_frequency,Строка описывает частоту выбора одного набора гиперпараметров внутри одного протокола; не является итоговым вердиктом этапа 5.
ST05_05_parameter_selection_stability,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_parameter_set,ST05_02_seed_stability_grid,nested_5x2_seed_grid_v01,hist_gradient_boosting,all_parameters,"{""l2_regularization"": 0.01, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 63}",hgb_8316cb7622a5,50,23,0.46,2,27,0.54,0.9578688926634892,0.9592326480817577,,,,stage05_parameter_set_frequency,Строка описывает частоту выбора одного набора гиперпараметров внутри одного протокола; не является итоговым вердиктом этапа 5.
ST05_05_parameter_selection_stability,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_parameter_value,ST05_03a_split_protocol_10x1,nested_10x1_seed_grid_v01,hist_gradient_boosting,l2_regularization,0.01,not_applicable,30,17,0.5666666666666667,2,17,0.5666666666666667,0.9582404652331408,0.9598648539256343,variable,значение параметра изменяется между блоками,document_instability,stage05_parameter_value_frequency,Строка описывает частоту выбора одного значения гиперпараметра внутри одного протокола; не является итоговым вердиктом этапа 5.
ST05_05_parameter_selection_stability,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_parameter_value,ST05_03a_split_protocol_10x1,nested_10x1_seed_grid_v01,hist_gradient_boosting,l2_regularization,0.0,not_applicable,30,13,0.43333333333333335,2,17,0.5666666666666667,0.9582404652331408,0.9598648539256343,variable,значение параметра изменяется между блоками,document_instability,stage05_parameter_value_frequency,Строка описывает частоту выбора одного значения гиперпараметра внутри одного протокола; не является итоговым вердиктом этапа 5.
ST05_05_parameter_selection_stability,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_parameter_value,ST05_03a_split_protocol_10x1,nested_10x1_seed_grid_v01,hist_gradient_boosting,learning_rate,0.1,not_applicable,30,30,1.0,1,30,1.0,0.9582404652331408,0.9598648539256343,stable,значение параметра стабильно,none,stage05_parameter_value_frequency,Строка описывает частоту выбора одного значения гиперпараметра внутри одного протокола; не является итоговым вердиктом этапа 5.
ST05_05_parameter_selection_stability,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_parameter_value,ST05_03a_split_protocol_10x1,nested_10x1_seed_grid_v01,hist_gradient_boosting,max_iter,150,not_applicable,30,30,1.0,1,30,1.0,0.9582404652331408,0.9598648539256343,stable,значение параметра стабильно,none,stage05_parameter_value_frequency,Строка описывает частоту выбора одного значения гиперпараметра внутри одного протокола; не является итоговым вердиктом этапа 5.
ST05_05_parameter_selection_stability,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_parameter_value,ST05_03a_split_protocol_10x1,nested_10x1_seed_grid_v01,hist_gradient_boosting,max_leaf_nodes,63,not_applicable,30,30,1.0,1,30,1.0,0.9582404652331408,0.9598648539256343,stable,значение параметра стабильно,none,stage05_parameter_value_frequency,Строка описывает частоту выбора одного значения гиперпараметра внутри одного протокола; не является итоговым вердиктом этапа 5.
ST05_05_parameter_selection_stability,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_parameter_value,ST05_02_seed_stability_grid,nested_5x2_seed_grid_v01,hist_gradient_boosting,l2_regularization,0.0,not_applicable,50,27,0.54,2,27,0.54,0.9578688926634892,0.9592326480817577,variable,значение параметра изменяется между блоками,document_instability,stage05_parameter_value_frequency,Строка описывает частоту выбора одного значения гиперпараметра внутри одного протокола; не является итоговым вердиктом этапа 5.
ST05_05_parameter_selection_stability,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_parameter_value,ST05_02_seed_stability_grid,nested_5x2_seed_grid_v01,hist_gradient_boosting,l2_regularization,0.01,not_applicable,50,23,0.46,2,27,0.54,0.9578688926634892,0.9592326480817577,variable,значение параметра изменяется между блоками,document_instability,stage05_parameter_value_frequency,Строка описывает частоту выбора одного значения гиперпараметра внутри одного протокола; не является итоговым вердиктом этапа 5.
ST05_05_parameter_selection_stability,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_parameter_value,ST05_02_seed_stability_grid,nested_5x2_seed_grid_v01,hist_gradient_boosting,learning_rate,0.1,not_applicable,50,50,1.0,1,50,1.0,0.9578688926634892,0.9592326480817577,stable,значение параметра стабильно,none,stage05_parameter_value_frequency,Строка описывает частоту выбора одного значения гиперпараметра внутри одного протокола; не является итоговым вердиктом этапа 5.
ST05_05_parameter_selection_stability,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_parameter_value,ST05_02_seed_stability_grid,nested_5x2_seed_grid_v01,hist_gradient_boosting,max_iter,150,not_applicable,50,50,1.0,1,50,1.0,0.9578688926634892,0.9592326480817577,stable,значение параметра стабильно,none,stage05_parameter_value_frequency,Строка описывает частоту выбора одного значения гиперпараметра внутри одного протокола; не является итоговым вердиктом этапа 5.
ST05_05_parameter_selection_stability,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_parameter_value,ST05_02_seed_stability_grid,nested_5x2_seed_grid_v01,hist_gradient_boosting,max_leaf_nodes,63,not_applicable,50,50,1.0,1,50,1.0,0.9578688926634892,0.9592326480817577,stable,значение параметра стабильно,none,stage05_parameter_value_frequency,Строка описывает частоту выбора одного значения гиперпараметра внутри одного протокола; не является итоговым вердиктом этапа 5.
